[155, '"BaoEykfrQt0"', '"Full Race Replay | Saturday Night Thunder | iRacing from Bristol Motor Speedway"', '"2020-04-05T02:48:14.000Z"', '"UCuN9hYw2RpoAW8rZ3VK3isA"', '"NASCAR"', '17', '"Sports"', '"20.04.10"', '"iracing|bristol motor speedway|nascar|live|racing|simulator|logan seavey"', '"193584"', '"7737"', '"2735"', '"118"', '"137"']
[156, '"xa0qshcRhDQ"', '"KSI - Poppin (feat. Lil Pump & Smokepurpp) [Official Music Video]"', '"2020-04-03T14:00:23.000Z"', '"UCVtFOytbRpEvzLjvqGG5gxQ"', '"KSI"', '10', '"Music"', '"20.04.10"', '"Poppin|rap|hiphop|KingBach|BaileySok|MalyMall|TajvsTaj|Elijah Long|Kacee Devoe|Andre Jones"', '"6147817"', '"256"', '"421629"', '"36704"', '"43788"']
[157, '"8cu4qAoeXow"', '"Deadpool Has Arrived | Fortnite"', '"2020-04-03T14:01:33.000Z"', '"UClG8odDC8TS6Zpqk9CGVQiQ"', '"Fortnite"', '20', '"Gaming"', '"20.04.10"', '"Fortnite|Epic Games|PC|PS4|Xbox One|Battle Royale|Unreal Tournament|Unreal Engine|Fortnite Battle Royale|Fortnite Creative"', '"3628232"', '"38"', '"115657"', '"8161"', '"15848"']
[158, '"woXewaHgbHM"', '"TESTING VIDEO GAME GADGETS in REAL LIFE! Fortnite, Assassin\'s Creed, & Zelda vs Fruit Ninja CWC"', '"2020-04-03T20:38:20.000Z"', '"UC6Ewbj-MFWA7dXgQA9y5EEw"', '"Melvin PZ9 The Best Fighter"', '24', '"Entertainment"', '"20.04.10"', '"spy ninjas|spy ninja|melvin|pz9|cwc|chad wild clay|vy|vy qwaint|fruit ninja|spy|ninja|gadgets|trying|testing|fortnite|pickaxe|pick axe|stop axe|ruler sword|assassin\'s creed|cane sword|legend of zelda|zelda|shield|master sword|soda|bananas|pineapple|chop|slice|battle royale|funny moments|battle universe|in real life|IRL|challenge|dantdm|challenges|funny|comedy|box|vs|funny videos|game|chadwildclay|put to the test|test|ninjas|play|ninja gadgets"', '"1288122"', '"359"', '"33172"', '"10156"', '"11514"']
[159, '"HMRa9kQFzcU"', '"ARE WE DONE WITH YOUTUBE?"', '"2020-04-05T00:06:07.000Z"', '"UChhBsM9K_Bc9a_YTK7UUlnQ"', '"Pure Living for Life"', '24', '"Entertainment"', '"20.04.10"', '"[none]"', '"193315"', '"602"', '"9107"', '"3961"', '"817"']
[160, '"2YapAxPfRyI"', '"Bill Withers, Stevie Wonder, John Legend perform Lean On Me at the 2015 Induction Ceremony"', '"2020-04-03T17:49:02.000Z"', '"UClh2CI968a1tE8pQ31pg_Ww"', '"Rock & Roll Hall of Fame"', '10', '"Music"', '"20.04.10"', '"john legend bill withers lean on me|stevie wonder lean on me bill withers john legend|2015 rock and roll hall of fame induction ceremony bill withers|bill withers at the rock hall induction ceremony|rock hall 2015|lean on me by bill withers|rock hall performance lean on me bill withers"', '"1252044"', '"272"', '"20223"', '"383"', '"1278"']
[161, '"kay46Z1ZHbM"', '"Please just wash your hands... like seriously"', '"2020-04-04T13:00:19.000Z"', '"UCdyMFblTjr-C2N-T5TGftQQ"', '"Nathan Doan Comedy"', '24', '"Entertainment"', '"20.04.10"', '"wash your hands|germs|flu|sick|comedy|skit|nathan doan|when its all you can eat but you\'re too full|tik tok|L\'s theme"', '"410419"', '"209"', '"22868"', '"414"', '"2921"']
[162, '"l4ddl-SQX_8"', '"Trying Tik Tok Food Hacks to see if they work"', '"2020-04-04T19:07:08.000Z"', '"UCpB959t8iPrxQWj7G6n0ctQ"', '"SSSniperWolf"', '24', '"Entertainment"', '"20.04.10"', '"sssniperwolf|sniper wolf|reacting|reaction|funny|life hacks|tiktok|tik tok|diy|do it yourself|tiktok hacks|to|see|if|they|work|tiktok life hacks|life hack|food hacks|tiktok food hacks"', '"2698368"', '"855"', '"83457"', '"1811"', '"10038"']
[163, '"-vgRydzBsic"', '"WHY I HAD TO LET MY ANT COLONIES GO | Emotional Video"', '"2020-04-04T12:00:00.000Z"', '"UCONd1SNf3_QqjzjCVsURNuA"', '"AntsCanada"', '15', '"Pets & Animals"', '"20.04.10"', '"2020|ants|pets|terrarium|ant farm|antfarm|antscanada|animals|insects|exotic pets|myrmecology|fireants|phoenix empire"', '"1046539"', '"937"', '"73769"', '"2154"', '"17392"']
[164, '"BnhePGv0gmQ"', '"Tips & Tricks for Making Non-Surgical Protective Fabric Face Masks"', '"2020-04-03T17:01:53.000Z"', '"UC9duydx1VXTV0tP7q39S0Lw"', '"JOANN Fabric and Craft Stores"', '26', '"Howto & Style"', '"20.04.10"', '"how to make a mask|non-surgical protective masks|cotton mask|pleated cotton mask|denim mask|tips & tricks|how to make fabric ties|elastic makes my ears hurt|scrub sewing patterns|cover up|covid-19|coronovirus|fabric masks"', '"1069452"', '"283"', '"0"', '"0"', '"457"']
[165, '"y3lcPRHo_nY"', '"DIY Face Mask with Ties, Fitted Nose and Filter Pocket"', '"2020-04-03T23:09:55.000Z"', '"UCXrEE1TyCslZgsH1Pql51-Q"', '"Melanie Ham"', '26', '"Howto & Style"', '"20.04.10"', '"face mask|diy face mask|how to sew a face mask|how to make face mask|face mask tutorial|sewing|fitted nose|mask with ties|filter pocket|how to sew|sewing tutorial|melanie ham"', '"505920"', '"611"', '"6395"', '"245"', '"415"']
[166, '"G9oqvJ3iXGI"', '"Coronavirus survivor reveals what it\'s like to have Covid-19"', '"2020-03-10T16:35:46.000Z"', '"UCTrQ7HXWRRxr7OsOtodr2_w"', '"Channel 4 News"', '25', '"News & Politics"', '"20.04.10"', '"Channel 4 News|china|virus|china virus|coronavirus|virus in china|china disease|covid-19|coronavirus china|coronavirus risks|how to prevent coronavirus|coronavirus uk|coronavirus symptoms|coronavirus what is it|coronavirus china 2020|coronavirus outbreak|new china virus|coronavirus britain|wuhan|china virus wuhan|wuhan virus|wuhan coronavirus|coronavirus timeline|quarantine|who|coronavirus vaccine|vaccine|covid-19 vaccine|coronavirus explained"', '"10786485"', '"491"', '"110137"', '"6382"', '"22279"']
[167, '"Hi4oCx1NES4"', '"I Made Bread and Took a Pretend Trip to France"', '"2020-04-04T15:12:49.000Z"', '"UCBMxQPhfM6nkhQ8vPfQhkCg"', '"ThreadBanger"', '26', '"Howto & Style"', '"20.04.10"', '"DIY|threadbanger|Corinne Leigh|Rob Czar|how to|man vs pin|pinterest|pinterest fails|stay home|with me|france|bread|corinne vs pin"', '"220305"', '"918"', '"16529"', '"141"', '"2101"']
[168, '"mVZN1nBrWAg"', '"Gorillaz | Machine Bitez #6 with 2D, Murdoc & Russel"', '"2020-04-06T10:22:16.000Z"', '"UCfIXdjDQH9Fau7y99_Orpjw"', '"Gorillaz"', '1', '"Film & Animation"', '"20.04.10"', '"[none]"', '"202270"', '"56"', '"17637"', '"203"', '"1214"']
[169, '"J5nz24jrLDE"', '"Zac Efron Ups the Ante While Eating Spicy Wings | Hot Ones"', '"2020-04-02T15:00:08.000Z"', '"UCPD_bxCRGpmmeQcbe2kpPaA"', '"First We Feast"', '26', '"Howto & Style"', '"20.04.10"', '"First we feast|fwf|firstwefeast|food|food porn|cook|cooking|chef|kitchen|recipe|cocktail|bartender|craft beer|complex|complex media|Cook (Profession)sean evans|zac efron|zac efron hot ones|zac efron spicy wings|zac efron hot sauce|zac efron hot wings|zac efron sean evans|hot ones|hot ones hot sauce|the last dab|da bomb reaction|food challenge|spicy wing changellege|zac efron interview|zac efron 2020"', '"6376433"', '"1694"', '"221120"', '"2031"', '"19936"']
[170, '"RY_rbooeMcI"', '"Lamborghini Aventador vs NEW Tesla Model S Performance: DRAG RACE!"', '"2020-04-04T08:02:46.000Z"', '"UCUhFaUpnq31m6TNX2VKVSVA"', '"carwow"', '2', '"Autos & Vehicles"', '"20.04.10"', '"carwow|mat watson|4k review|car review|car review 2019|car review 2020|lambo|lamborghini|lamborghini aventador|aventador|lamborghini aventador s|aventador s|tesla|tesla model s|model s|tesla model s performance|model s performance|electric car|electric cars|tesla 2020|tesla model s performance 2020|lamborghini drag race|supercar drag race|supercar|supercar drag race 2020|best electric car 2020|best super car 2020|best drag race|drag race 2020"', '"2212941"', '"601"', '"77069"', '"1977"', '"6905"']
[171, '"AhGUBjK10DI"', '"DIY Face Mask with Elastic in 10 minutes - Sewing Tutorial"', '"2020-04-02T23:18:24.000Z"', '"UCXrEE1TyCslZgsH1Pql51-Q"', '"Melanie Ham"', '26', '"Howto & Style"', '"20.04.10"', '"how to|face mask|diy face mask|homemade face mask|sewing|how to sew|elastic|easy|beginner|melanie ham|tutorial|pattern|how to make"', '"1747854"', '"419"', '"21407"', '"1309"', '"1613"']
[172, '"xh4kpdUqmwY"', '"PREGNANT NIKKI BELLA recreates WWE ENTRANCE in RING GEAR!"', '"2020-04-03T15:29:44.000Z"', '"UCIJnHb6meZoOjKF68h35QgQ"', '"The Bella Twins"', '22', '"People & Blogs"', '"20.04.10"', '"the bella twin|bellas|brie bella|nikki bella|bella wwe|bella youtube channel|nikki bella vlog|brie bella vlog|wwe vlogs|Bellas Daily Vlogs|Nikki Bella|Brie Bella|Birdie Joe Danielson|Bella Twins|nikki bella entrance|nikki bella titantron|nikki bella pregnant|nikki bella and artem|nikki bella in bikini|nikki bella in wrestling gear|bella twins entrance"', '"1671567"', '"135"', '"33353"', '"1792"', '"1751"']
[173, '"jMEoiqnYzS8"', '"Bad Robbers | Lele Pons, Hannah Stocking & Juanpa Zurita"', '"2020-04-03T17:30:11.000Z"', '"UCi9cDo6239RAzPpBZO9y5SA"', '"Lele Pons"', '23', '"Comedy"', '"20.04.10"', '"Bad Robbers | Lele Pons|Hannah Stocking & Juanpa Zurita|lele pons|lele pons song|lele pons volar|lele pons music|lele hannah|lele juanpa|i can\'t relax|i have to get a job|finding a new best friend hannah stocking|what does his text mean hannah|working out with your girlfriend juanpa zurita|i have a crazy girlfriend juanpa|eljuanpazurita|shots|shots studios|anwar|rudy mancuso|anwar jibawi|lele tiktok|lele vine"', '"824649"', '"295"', '"35213"', '"4744"', '"2027"']
[174, '"VbtjIPVveiI"', '"Sleepy Hallow - Deep End Freestyle (Audio)"', '"2020-04-03T04:00:08.000Z"', '"UCch8r_8Io6XK-d5QGkkGZLA"', '"Sleepy Hallow"', '10', '"Music"', '"20.04.10"', '"[none]"', '"641534"', '"117"', '"35333"', '"269"', '"1433"']
[175, '"K09a7l48VD0"', '"The Chosen Global Livestream: Episode Seven"', '"2020-04-05T02:35:47.000Z"', '"UCBXOFnNTULFaAnj24PAeblg"', '"The Chosen"', '1', '"Film & Animation"', '"20.04.10"', '"[none]"', '"148913"', '"5259"', '"3810"', '"90"', '"304"']
[176, '"eoCcpMW8fSs"', '"Astartes - Part Five"', '"2020-04-02T21:00:12.000Z"', '"UCFMtdiQILuTZr22sKUeAOOA"', '"Astartes"', '1', '"Film & Animation"', '"20.04.10"', '"astartes|warhammer|cgi|film|animation|scifi|space marine|40k"', '"3511050"', '"454"', '"334800"', '"1100"', '"30324"']
[177, '"xf_NpgbNSTY"', '"One More Saturday Night: Dead & Company 6/30/18 Live From Eugene, OR"', '"2020-04-05T03:24:03.000Z"', '"UCQJz0ly741rjN_cfsW5ktYQ"', '"Dead & Company"', '10', '"Music"', '"20.04.10"', '"Dead Company|Dead|Dead and Company|Grateful Dead|Greatful Dead|Bob Weir|Bill Kruetzmann|Mickey Hart|John Mayer|Rhino Records|Jerry Garcia|nugs.tv|nugs.net"', '"44189"', '"11380"', '"605"', '"20"', '"62"']
[178, '"eyFFzT85xto"', '"Otis finally hears the truth on Valentine’s Day date debacle: SmackDown, April 3, 2020"', '"2020-04-04T02:54:26.000Z"', '"UCJ5v_MCY6GNUBTO8-D3XoAg"', '"WWE"', '17', '"Sports"', '"20.04.10"', '"wwe|world wrestling entertainment|wrestling|wrestler|wrestle|superstars|कुश्ती|पहलवान|डब्लू डब्लू ई|मैच|सुपरस्टार|व्यावसायिक कुश्ती|مصارعه|wwe 2020|SmackDown|Mandy Rose|Sonya Deville|Otis|Tucker|Dolph Ziggler|Smackdown clips|smackdown highlights|smackdown winners|smackdown match card|smackdown tonight|friday night smackdown|wwe smackdown|smackdown 2020|smackdown fox|heavy machinery|otis mandy rose|wrestlemania 36"', '"2419904"', '"192"', '"40042"', '"1231"', '"5237"']
[179, '"VOVcH_WR8P4"', '"Building the Freedom Factory a GIANT Burnout/Drift Pad GRAND FINALE!!! (First Burnout Competition)"', '"2020-04-04T17:09:00.000Z"', '"UCh8f8vssLddD2PbnU3Ag_Bw"', '"Cleetus McFarland"', '1', '"Film & Animation"', '"20.04.10"', '"leroy|1320video|drag racing|boosted|cleetus McFarland|cleetus|McFarland|Leroy|bald eagles|bald eagle machine|procharger|1320|modified|boost|turbo|twin turbo|precision turbo|precision turbo and engine|Texas speed|resleeved 427|Texas speed and performance|Fasterproms|tuning|tuned|burnout|stick shift|six speed|corvette|Leroy Vette|c5 corvette|Chevrolet|unicorn|c5|supercharging Leroy|turbocharging Leroy"', '"1477850"', '"2183"', '"63677"', '"1060"', '"7177"']
[180, '"gmK_gaE5v9A"', '"DaBaby - Find My Way (Official Music Video)"', '"2020-04-01T16:00:20.000Z"', '"UC2CCXzC56k0b8L49R_iW-Yw"', '"DaBaby"', '10', '"Music"', '"20.04.10"', '"DaBaby|Baby Jesus|Charlotte|Hip Hop|Rap"', '"9716452"', '"617"', '"489359"', '"9686"', '"29422"']
[181, '"pvU4b4N1-QU"', '"Dear April (Side A - Acoustic)"', '"2020-04-03T03:43:33.000Z"', '"UCETYiBLjt2v-pcKSgf8pe6g"', '"Frank Ocean - Topic"', '10', '"Music"', '"20.04.10"', '"Frank Ocean|Dear April (Side A - Acoustic)"', '"769307"', '"232"', '"31214"', '"543"', '"1472"']
[182, '"hc8dXrSZNwQ"', '"Dax - POPPIN (KSI REMIX) #PoppinChallenge"', '"2020-04-03T03:38:30.000Z"', '"UCvvVOIyaYu2l4jiH9L8_eRw"', '"Dax"', '10', '"Music"', '"20.04.10"', '"dax|ksi|ksi poppin|poppinchallenge|dax poppin|#poppinchallenge|ksi poppin remix|rare|very rare|minimeter|logan paul|ksi smokepurpp|remix|one take|sad nigga hours|rap|rap god|sidemen"', '"1712514"', '"149"', '"79171"', '"36565"', '"20657"']
[183, '"dCXOnxM8sdY"', '"Apex Legends | Stories from the Outlands – “The Old Ways”"', '"2020-04-02T17:00:10.000Z"', '"UC0ZV6M2THA81QT9hrVWJG3A"', '"Apex Legends"', '20', '"Gaming"', '"20.04.10"', '"Apex Legends|Apex|Apex Legends characters|new Apex Legend|Bloodhound|Apex Legends Season 4|Apex Legends Stories From the Outlands|The Old Ways Event|Revenant gameplay|Assimilation|Apex Legends Battle Pass|Season 4 Battle Pass|Apex Legends new season|Apex Legends game|Respawn Apex Legends|ps4|Xbox|PC|Battle Royale game|Battle Royale|Battle Royale shooter|Apex Games|squad play|multiplayer shooter|Respawn Entertainment|Electronic Arts|Titanfall 2|EA|Respawn"', '"4845497"', '"634"', '"236456"', '"3151"', '"26771"']
[184, '"allVFq3P-48"', '"60-MINUTE SPECIAL | Cirque du Soleil | April 3"', '"2020-04-03T19:00:10.000Z"', '"UCPiWIjwDZQo3UobMqvi4ggg"', '"Cirque du Soleil"', '24', '"Entertainment"', '"20.04.10"', '"Cirque|Cirque du Soleil|Circus Arts|Circus du Soleil|Circo du Soleil|circus de soleil|alegria|alegria cirque du soleil|キュリオス 曲|キュリオス|luzia cirque du soleil|toruk cirque du soleil|Cirqueway|messicirque|circus|Volta|Amaluna|Bazzar"', '"4251250"', '"3606"', '"83982"', '"2157"', '"5462"']
[185, '"t2_PYzXswVY"', '"Karol G, Anuel AA - Follow"', '"2020-04-02T01:59:30.000Z"', '"UCZuPJZ2kGFdlbQu1qotZaHw"', '"KAROL G"', '10', '"Music"', '"20.04.10"', '"Karol g|reggaeton|karol g anuel|karol g nuevo tema|karol g new song|anuel feat. karol g|karol g feat. anuel|secreto|tusa|karol g tusa|tusa karol g|karol g nuevo sencillo|karol g jimmy fallon|ocean karol g|karol g ocean|karol g y anuel|anuel y karol g|karol g anuel aa"', '"22969900"', '"203"', '"934483"', '"37499"', '"28502"']
[186, '"6bvmm0wdEjE"', '"CNCO & Natti Natasha - Honey Boo (Official Video)"', '"2020-04-03T04:00:10.000Z"', '"UCqtHOqxV71OQ-fmLdI8rBYw"', '"CNCO"', '10', '"Music"', '"20.04.10"', '"CNCO Natti Natasha Honey Boo Official Video|CNCO Natti Natasha Honey Boo|CNCO Natti Natasha|CNCO|Natti Natasha|CNCO and Natti Natasha|CNCO & Natti Natasha|Honey Boo Official Video|Honey Boo Video Oficial|Honey Boo CNCO|Honey Boo Natti Natasha|CNCO Honey Boo|CNCO Honey Boo lyrics|CNCO Honey Boo letra|CNCO 2020|Natti Natasha 2020|cnco reggaeton lento|cnco pretend|cnco hey dj"', '"7055101"', '"211"', '"393428"', '"9412"', '"59036"']
[187, '"XPEQHJ7elK0"', '"Cayendo (Side A - Acoustic)"', '"2020-04-03T03:47:41.000Z"', '"UCETYiBLjt2v-pcKSgf8pe6g"', '"Frank Ocean - Topic"', '10', '"Music"', '"20.04.10"', '"Frank Ocean|Cayendo (Side A - Acoustic)"', '"534483"', '"203"', '"25128"', '"186"', '"1289"']
[188, '"kZsDdRM3DD4"', '"Building a skinny “snake tongue” bridge for mountain bikes"', '"2020-04-03T13:00:19.000Z"', '"UCu8YylsPiu9XfaQC74Hr_Gw"', '"Seth\'s Bike Hacks"', '17', '"Sports"', '"20.04.10"', '"mtb|mountain bike|bike repair|biking|bike riding|bike tricks|bike trials|cycling|DIY|home improvement|outdoors|building"', '"1119897"', '"634"', '"45659"', '"397"', '"3781"']
[189, '"JEwLyRsW3Hc"', '"Tory Lanez - Who Needs Love (Visualizer)"', '"2020-04-03T04:00:49.000Z"', '"UCbfUA3UGxAWL3muD004g0WQ"', '"Tory Lanez"', '10', '"Music"', '"20.04.10"', '"r&b|toronto|Tory Lanez|chixtape|chixtape 5|Tory Lanez chixtape|chickstape|tory chixtape|tory chixtape5|newtoronto|new toronto|new toronto 3"', '"863967"', '"174"', '"41106"', '"348"', '"1431"']
[190, '"2u6TGp7Tyic"', '"Liam Payne - One Direction Memories"', '"2020-04-03T17:01:06.000Z"', '"UCcG6pdVejvmvWSDRJfmeB8A"', '"Liam Payne Official"', '22', '"People & Blogs"', '"20.04.10"', '"[none]"', '"1150823"', '"551"', '"208544"', '"529"', '"16293"']
[191, '"ERgrFVhL-n4"', '"Final Fantasy VII Remake - Final Trailer | PS4"', '"2020-04-03T06:00:04.000Z"', '"UC-2Y8dQb0S6DtpxNgAKoJKA"', '"PlayStation"', '20', '"Gaming"', '"20.04.10"', '"FINAL FANTASY|FINAL FANTASY VII REMAKE|final|square enix"', '"1439972"', '"262"', '"49705"', '"948"', '"7705"']
[192, '"pp4YQPykBMM"', '"ILLENIUM, Excision, I Prevail - Feel Something (Lyric Video)"', '"2020-04-03T04:00:13.000Z"', '"UCsmGcXII6-LLWWYgvSQnWKQ"', '"IlleniumVEVO"', '10', '"Music"', '"20.04.10"', '"ILLENIUM|Excision|Prevail|Feel|Something|(Lyric|Video)|Astralwerks|Dance"', '"778318"', '"221"', '"47368"', '"754"', '"2252"']
[193, '"QZRITcxxBcQ"', '"\'Tiger King\' Joe Exotic Speaks, CNN\'s Brooke Baldwin Tests Positive For COVID-19 & More | THR News"', '"2020-04-03T21:54:24.000Z"', '"UCZ8Sxmkweh65HetaZfR8YuA"', '"The Hollywood Reporter"', '24', '"Entertainment"', '"20.04.10"', '"thr|the hollywood reporter|hollywood reporter|entertainment|hollywood|tiger king|joe exotic|tiger|king|tiger king joe|tiger king joe exotic|netflix tiger king|joe exotic jail|will smith|will|smith|netflix|snapchat|will smith snapchat|will from home|will from home snap|coronavirus|chris cuomo|cnn|cnn chris cuomo|chris cuomo coronavirus|brooke baldwin|brooke|baldwin|chris|cuomo|brooke baldwin coronavirus|adam sandler|adam|sandler|adam sandler coronavirus song"', '"546980"', '"154"', '"1588"', '"945"', '"998"']
[194, '"Z2h2kiiJm-0"', '"EVERYTHING WRONG WITH THE VLOG SQUAD"', '"2020-04-03T00:07:58.000Z"', '"UCmraHp1nkUsFWLqR7SWToIg"', '"Jeff Wittek"', '23', '"Comedy"', '"20.04.10"', '"Jeff\'s barbershop|Jeff wittek|vlog squad|David Dobrik|barber|barbershop|haircut|interview|podcast"', '"1470607"', '"721"', '"101254"', '"920"', '"4478"']
[195, '"L_JYZbrXGco"', '"88-Year-Old Grandma Unboxing Animal Crossing New Horizons Switch"', '"2020-04-03T01:12:10.000Z"', '"UCzhzjMPW9GrQVYpBIV5ar2Q"', '"phubans"', '20', '"Gaming"', '"20.04.10"', '"animal crossing|grandma|new horizons|gran|nintendo|grandmother|switch|88-year-old|gamer|unboxing|reaction"', '"2769193"', '"1984"', '"235870"', '"1317"', '"20501"']
[196, '"0NtqMwZ-xcU"', '"Playing a Game Until It\'s All You Can Think About | Thomas Sanders"', '"2020-04-03T20:08:34.000Z"', '"UC80Z-cIOdR6upfnrPJ8Q00A"', '"Thomas Sanders"', '23', '"Comedy"', '"20.04.10"', '"Thomas Sanders|thomas sanders vine|thomas sanders vlog|thomas sanders channel|thatsthat24|fosterdawg|foster dawg|fanders|vine|comedy|thomas|sanders|ultimate|storytime|thomas sanders vine compilation|vineguys|storytime guy|narrating people\'s lives|skit|skits|sketch comedy|dad|dad jokes|best vines|relatable|seven deadly sins|grand cross|videogames|videogame|video game|fighting|fantasy|RPG|The Office|Office|medieval|knight|narrator guy|anime|manga|japanese|imagine"', '"228618"', '"595"', '"25512"', '"300"', '"4060"']
[197, '"4kgfB-asMUk"', '"MINIMINTER REACTS TO KSI - Poppin (feat. Lil Pump & Smokepurpp)"', '"2020-04-03T16:03:50.000Z"', '"UCjB_adDAIxOL8GA4Y4OCt8g"', '"MM7Games"', '20', '"Gaming"', '"20.04.10"', '"miniminter|mm7games|simon|random|sidemen|ksi|react|poppin"', '"1273034"', '"399"', '"62732"', '"1582"', '"2115"']
[198, '"JNvpcGV1frQ"', '"John Krasinski interviews Steve Carell on Some Good News [FULL INTERVIEW]"', '"2020-04-04T14:00:36.000Z"', '"UCOe_y6KKvS3PdIfb9q9pGug"', '"SomeGoodNews"', '22', '"People & Blogs"', '"20.04.10"', '"John Krasinski|Steve Carell|The Office|Michael Scott|Jim Halpert|Dunder Mifflin|micro flatscreen|zoom interviews|Some Good News|SGN|bestbossever|steve carell interview|steve carell interview the office|john krasinski interview|john krasinski steve carell|john krasinski good news|good news john krasinski"', '"1292593"', '"612"', '"65376"', '"439"', '"2583"']
[199, '"tDK98P91aXc"', '"Kourtney Takes Break From Show: KUWTK Katch-Up (S18, E2) | E!"', '"2020-04-03T00:54:47.000Z"', '"UC8oimTPVHKiC7oL3QgdKbgg"', '"Keeping Up With The Kardashians"', '24', '"Entertainment"', '"20.04.10"', '"Kardashians|Entertainment|Kim Kardashian|Kourtney Kardashian|Kris Jenner|Khloe Kardashian|Kendall Jenner|celebrity families|Controversy|feuds|Kanye West|Scott Disick|Keeping Up with the Kardashians|Kardashian|KUWTK|family|Kylie Jenner"', '"2903599"', '"201"', '"34834"', '"1963"', '"8170"']
[200, '"lZWmhToCOuw"', '"I spent a day with FAMOUS BEAUTY GURUS (James Charles, Glam&Gore, Patrick Starrr)"', '"2020-04-02T15:49:45.000Z"', '"UCPJHQ5_DLtxZ1gzBvZE99_g"', '"AnthonyPadilla"', '27', '"Education"', '"20.04.10"', '"anthony padilla|padilla|anthony|smosh anthony|anthony padilla smosh|i spent a day with|interview|beauty gurus|james charles|mykie|glam and gore|glam&gore|patrick starrr|patrick star"', '"1581582"', '"1369"', '"139337"', '"1412"', '"10219"']
